transaction_id,timestamp,transaction_type,merchant_category,amount_inr,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,is_weekend,transaction_status,fraud_flag,anomaly_score,anomaly_risk_band
TXN0000040052,2024-07-07 17:11:04,Recharge,Entertainment,418,26-35,56+,Uttar Pradesh,PNB,HDFC,Web,4G,17,1,SUCCESS,0,0.5157898887318022,High Anomaly
TXN0000234218,2024-07-25 18:53:11,P2M,Other,1013,46-55,18-25,Karnataka,IndusInd,SBI,Web,WiFi,18,0,SUCCESS,0,0.5157703757773164,High Anomaly
TXN0000000139,2024-11-07 15:35:22,Bill Payment,Fuel,4864,46-55,36-45,Maharashtra,Kotak,SBI,iOS,WiFi,15,0,SUCCESS,0,0.5157702402984344,High Anomaly
TXN0000150406,2024-03-16 18:59:52,P2M,Utilities,3180,46-55,26-35,Gujarat,Yes Bank,SBI,Web,WiFi,18,1,SUCCESS,0,0.5157616487354465,High Anomaly
TXN0000219899,2024-01-31 15:52:08,P2P,Education,11364,36-45,56+,Rajasthan,Kotak,SBI,iOS,WiFi,15,0,SUCCESS,0,0.5157599286921947,High Anomaly
TXN0000215204,2024-09-30 16:29:11,Recharge,Healthcare,647,56+,46-55,Rajasthan,Axis,HDFC,Android,3G,16,0,SUCCESS,0,0.5157596229489693,High Anomaly
TXN0000185591,2024-10-23 07:04:33,P2M,Entertainment,383,46-55,56+,Delhi,Axis,HDFC,Android,3G,7,0,FAILED,0,0.5157590908474973,High Anomaly
TXN0000156501,2024-10-12 10:08:41,Bill Payment,Grocery,1819,36-45,56+,Rajasthan,IndusInd,Yes Bank,iOS,5G,10,1,SUCCESS,0,0.5157546332839618,High Anomaly
TXN0000244905,2024-03-15 21:46:17,Bill Payment,Shopping,915,46-55,56+,Rajasthan,ICICI,Yes Bank,Android,3G,21,0,SUCCESS,0,0.5157521416418595,High Anomaly
TXN0000074117,2024-03-25 20:43:02,Recharge,Food,1224,56+,46-55,Gujarat,PNB,IndusInd,iOS,4G,20,0,FAILED,0,0.5157505980937921,High Anomaly
TXN0000122537,2024-12-09 10:34:13,Recharge,Entertainment,143,36-45,56+,Gujarat,SBI,HDFC,Web,4G,10,0,SUCCESS,0,0.5157393328689112,High Anomaly
TXN0000104042,2024-05-25 08:10:39,P2P,Entertainment,238,26-35,56+,Telangana,Yes Bank,IndusInd,Web,4G,8,1,SUCCESS,0,0.5157315469245921,High Anomaly
TXN0000065819,2024-01-05 21:45:00,Bill Payment,Education,2679,18-25,18-25,Andhra Pradesh,SBI,Yes Bank,Web,WiFi,21,0,SUCCESS,0,0.5157230466168968,High Anomaly
TXN0000017768,2024-12-15 19:22:17,Bill Payment,Food,812,36-45,36-45,Gujarat,Kotak,PNB,Web,5G,19,1,SUCCESS,0,0.5157228656740047,High Anomaly
TXN0000091312,2024-11-07 06:28:07,Bill Payment,Food,87,18-25,46-55,Maharashtra,IndusInd,SBI,iOS,WiFi,6,0,SUCCESS,0,0.5157154566564602,High Anomaly
TXN0000012915,2024-06-23 09:50:31,P2P,Grocery,2909,18-25,56+,Andhra Pradesh,Kotak,PNB,iOS,5G,9,1,SUCCESS,0,0.5156957857575102,High Anomaly
TXN0000063321,2024-01-09 06:09:04,Bill Payment,Shopping,438,36-45,18-25,Karnataka,Axis,PNB,Web,5G,6,0,SUCCESS,0,0.5156943384917049,High Anomaly
TXN0000185839,2024-11-02 08:21:51,Bill Payment,Education,4252,56+,18-25,Gujarat,HDFC,SBI,iOS,4G,8,1,FAILED,0,0.5156916841976542,High Anomaly
TXN0000089095,2024-02-10 23:30:16,Recharge,Shopping,2974,18-25,26-35,Delhi,IndusInd,ICICI,Web,5G,23,1,SUCCESS,0,0.5156904757902333,High Anomaly
TXN0000180397,2024-11-02 12:45:05,Bill Payment,Utilities,4234,36-45,18-25,West Bengal,HDFC,Yes Bank,iOS,3G,12,1,SUCCESS,0,0.5156890986993535,High Anomaly
TXN0000183070,2024-03-24 14:54:47,Bill Payment,Education,3815,46-55,56+,Uttar Pradesh,ICICI,SBI,iOS,4G,14,1,SUCCESS,0,0.5156822321307333,High Anomaly
TXN0000067113,2024-01-21 10:01:52,Bill Payment,Food,478,18-25,46-55,Rajasthan,SBI,Axis,iOS,WiFi,10,1,SUCCESS,0,0.5156797335176617,High Anomaly
TXN0000198021,2024-03-08 21:25:31,Recharge,Food,163,18-25,56+,Karnataka,Axis,HDFC,iOS,WiFi,21,0,SUCCESS,0,0.5156768201346811,High Anomaly
TXN0000039755,2024-02-20 20:56:23,Bill Payment,Shopping,628,36-45,56+,Uttar Pradesh,IndusInd,PNB,iOS,WiFi,20,0,SUCCESS,0,0.5156763506783475,High Anomaly
TXN0000187059,2024-08-11 23:17:07,P2M,Transport,41,36-45,46-55,Rajasthan,SBI,HDFC,iOS,WiFi,23,1,SUCCESS,0,0.5156711695465788,High Anomaly
TXN0000018720,2024-03-09 20:20:39,Recharge,Healthcare,775,36-45,36-45,Telangana,PNB,ICICI,iOS,3G,20,1,SUCCESS,0,0.5156657198490023,High Anomaly
TXN0000059021,2024-03-23 10:20:18,Recharge,Utilities,5862,46-55,26-35,Rajasthan,SBI,Axis,iOS,5G,10,1,FAILED,0,0.5156538358726881,High Anomaly
TXN0000214000,2024-06-16 11:34:19,Recharge,Healthcare,831,18-25,18-25,Rajasthan,IndusInd,SBI,iOS,WiFi,11,1,SUCCESS,0,0.5156355104502605,High Anomaly
TXN0000164220,2024-03-31 15:17:19,Bill Payment,Shopping,5266,18-25,46-55,Karnataka,Kotak,IndusInd,iOS,5G,15,1,SUCCESS,0,0.515634677165483,High Anomaly
TXN0000218417,2024-02-16 05:29:23,P2P,Entertainment,402,26-35,56+,Rajasthan,PNB,Axis,iOS,WiFi,5,0,SUCCESS,0,0.5156289000929106,High Anomaly
TXN0000166357,2024-01-07 06:44:50,Recharge,Education,1830,26-35,36-45,Maharashtra,IndusInd,Kotak,iOS,5G,6,1,SUCCESS,0,0.5156245739953382,High Anomaly
TXN0000000196,2024-12-07 21:46:22,Bill Payment,Utilities,5798,36-45,56+,Rajasthan,Axis,PNB,Android,WiFi,21,1,SUCCESS,0,0.5156103578933486,High Anomaly
TXN0000001735,2024-03-24 20:21:32,Bill Payment,Healthcare,1162,36-45,36-45,Uttar Pradesh,HDFC,Yes Bank,iOS,WiFi,20,1,SUCCESS,0,0.5156012532794418,High Anomaly
TXN0000048977,2024-06-12 11:56:23,P2M,Shopping,2793,36-45,56+,West Bengal,IndusInd,SBI,iOS,WiFi,11,0,SUCCESS,0,0.515601176482906,High Anomaly
TXN0000237941,2024-06-28 17:32:27,Bill Payment,Grocery,701,56+,56+,Rajasthan,HDFC,Axis,Android,3G,17,0,SUCCESS,0,0.5155833205475712,High Anomaly
TXN0000023088,2024-01-26 00:42:43,P2P,Utilities,1018,18-25,56+,Andhra Pradesh,HDFC,IndusInd,iOS,3G,0,0,SUCCESS,0,0.5155764305868193,High Anomaly
TXN0000032178,2024-10-11 20:38:55,Recharge,Other,207,46-55,56+,Telangana,PNB,SBI,iOS,5G,20,0,SUCCESS,0,0.5155712051046889,High Anomaly
TXN0000109714,2024-05-02 15:29:50,Bill Payment,Healthcare,362,26-35,46-55,Delhi,Axis,ICICI,Web,WiFi,15,0,SUCCESS,0,0.515569043942698,High Anomaly
TXN0000211178,2024-05-12 04:46:14,Bill Payment,Other,504,18-25,26-35,West Bengal,HDFC,Kotak,Web,WiFi,4,1,SUCCESS,0,0.5155598686864813,High Anomaly
TXN0000112165,2024-03-06 20:39:40,Recharge,Fuel,1588,26-35,36-45,Rajasthan,Yes Bank,IndusInd,iOS,3G,20,0,SUCCESS,0,0.5155366751799046,High Anomaly
TXN0000046801,2024-11-10 17:27:28,P2P,Transport,416,46-55,18-25,Andhra Pradesh,SBI,IndusInd,Web,3G,17,1,SUCCESS,0,0.5155255696867708,High Anomaly
TXN0000083931,2024-06-04 14:36:16,Recharge,Transport,66,36-45,18-25,Rajasthan,HDFC,PNB,Web,5G,14,0,SUCCESS,0,0.5155119932742602,High Anomaly
TXN0000156245,2024-01-21 15:00:00,Bill Payment,Food,521,36-45,46-55,Telangana,Kotak,HDFC,iOS,WiFi,15,1,FAILED,0,0.5155116785665678,High Anomaly
TXN0000156750,2024-02-15 13:03:36,Recharge,Grocery,1975,18-25,56+,Uttar Pradesh,Axis,HDFC,Web,4G,13,0,SUCCESS,0,0.5154979523232599,High Anomaly
TXN0000239447,2024-05-20 08:32:08,P2M,Healthcare,238,46-55,36-45,Telangana,Axis,ICICI,iOS,3G,8,0,SUCCESS,0,0.5154971336869318,High Anomaly
TXN0000077036,2024-01-20 06:55:36,Bill Payment,Food,476,26-35,18-25,Tamil Nadu,Kotak,SBI,Web,WiFi,6,1,SUCCESS,0,0.5154960434909461,High Anomaly
TXN0000243913,2024-02-23 17:04:02,Recharge,Entertainment,323,18-25,46-55,Maharashtra,IndusInd,SBI,iOS,WiFi,17,0,SUCCESS,0,0.5154854983871902,High Anomaly
TXN0000096793,2024-05-31 20:21:46,Recharge,Fuel,3875,46-55,18-25,Karnataka,Axis,SBI,Web,4G,20,0,SUCCESS,0,0.5154760109492139,High Anomaly
TXN0000026441,2024-04-29 09:41:16,P2M,Healthcare,757,46-55,18-25,Delhi,Yes Bank,Kotak,Web,WiFi,9,0,SUCCESS,0,0.5154642602469355,High Anomaly
TXN0000165763,2024-06-09 22:28:18,Bill Payment,Shopping,1814,18-25,18-25,Maharashtra,ICICI,SBI,Web,3G,22,1,SUCCESS,0,0.5154612956351736,High Anomaly
TXN0000119571,2024-01-13 22:37:32,P2M,Grocery,2250,36-45,46-55,West Bengal,Axis,Kotak,iOS,WiFi,22,1,SUCCESS,0,0.5154569782146676,High Anomaly
TXN0000073405,2024-02-15 08:27:03,P2M,Food,1349,46-55,36-45,Tamil Nadu,PNB,Kotak,Web,WiFi,8,0,FAILED,0,0.5154404396077487,High Anomaly
TXN0000246919,2024-09-15 15:58:59,Bill Payment,Shopping,2445,18-25,18-25,Andhra Pradesh,Axis,PNB,iOS,WiFi,15,1,SUCCESS,0,0.515432626395564,High Anomaly
TXN0000230468,2024-04-19 00:40:51,Bill Payment,Healthcare,1064,56+,46-55,Tamil Nadu,ICICI,PNB,iOS,4G,0,0,SUCCESS,0,0.5154087103360413,High Anomaly
TXN0000129575,2024-06-08 21:10:09,Recharge,Utilities,241,18-25,36-45,Tamil Nadu,Yes Bank,Axis,iOS,3G,21,1,FAILED,0,0.5154026161862697,High Anomaly
TXN0000013302,2024-05-27 21:19:35,Bill Payment,Entertainment,246,18-25,36-45,Uttar Pradesh,IndusInd,IndusInd,Web,WiFi,21,0,SUCCESS,0,0.51538604441454,High Anomaly
TXN0000046772,2024-09-12 11:10:39,Bill Payment,Shopping,3494,18-25,26-35,Delhi,SBI,PNB,Web,WiFi,11,0,SUCCESS,0,0.5153839464078223,High Anomaly
TXN0000182943,2024-06-16 18:50:51,Bill Payment,Transport,128,46-55,46-55,Uttar Pradesh,Yes Bank,IndusInd,Android,3G,18,1,SUCCESS,0,0.5153758861547887,High Anomaly
TXN0000093525,2024-12-28 04:46:24,P2M,Entertainment,176,56+,26-35,Delhi,HDFC,PNB,iOS,WiFi,4,1,SUCCESS,0,0.5153756535605983,High Anomaly
TXN0000130079,2024-01-13 17:15:54,Bill Payment,Entertainment,403,18-25,46-55,Gujarat,HDFC,HDFC,iOS,WiFi,17,1,SUCCESS,0,0.5153672173251168,High Anomaly
TXN0000137758,2024-03-05 11:34:12,Bill Payment,Utilities,570,46-55,46-55,Karnataka,Kotak,IndusInd,Web,4G,11,0,SUCCESS,0,0.5153410666015867,High Anomaly
TXN0000108747,2024-07-13 13:37:55,P2M,Entertainment,215,36-45,46-55,Maharashtra,PNB,SBI,Web,WiFi,13,1,SUCCESS,0,0.5153374540098596,High Anomaly
TXN0000105930,2024-10-24 12:08:05,Bill Payment,Shopping,1898,46-55,46-55,Delhi,PNB,Axis,Android,WiFi,12,0,SUCCESS,0,0.5153359252245737,High Anomaly
TXN0000236116,2024-08-17 00:11:57,P2P,Other,685,26-35,56+,Delhi,Yes Bank,SBI,Web,WiFi,0,1,SUCCESS,0,0.5153332819783472,High Anomaly
TXN0000058106,2024-01-13 21:51:28,Bill Payment,Shopping,1218,36-45,18-25,Rajasthan,HDFC,Axis,iOS,3G,21,1,SUCCESS,0,0.5153322425600799,High Anomaly
TXN0000058489,2024-12-18 22:01:13,P2P,Other,512,46-55,56+,Karnataka,Kotak,IndusInd,iOS,WiFi,22,0,SUCCESS,0,0.5153216621497574,High Anomaly
TXN0000029328,2024-05-31 13:27:14,P2P,Shopping,3902,46-55,46-55,Karnataka,SBI,IndusInd,Web,3G,13,0,SUCCESS,0,0.5153177693143103,High Anomaly
TXN0000079604,2024-05-10 05:47:44,Bill Payment,Transport,67,26-35,56+,Karnataka,IndusInd,Axis,Android,3G,5,0,SUCCESS,0,0.5153110967792954,High Anomaly
TXN0000006356,2024-08-17 07:43:33,P2M,Grocery,2530,36-45,56+,Rajasthan,HDFC,IndusInd,iOS,4G,7,1,SUCCESS,0,0.515305102453871,High Anomaly
TXN0000137029,2024-11-27 13:23:26,Bill Payment,Utilities,8102,36-45,18-25,Uttar Pradesh,Yes Bank,ICICI,iOS,WiFi,13,0,SUCCESS,0,0.5153005006876185,High Anomaly
TXN0000183266,2024-02-02 11:31:13,P2P,Entertainment,132,26-35,46-55,Maharashtra,Axis,IndusInd,iOS,3G,11,0,SUCCESS,0,0.5152960577256017,High Anomaly
TXN0000231933,2024-11-30 14:36:28,P2M,Shopping,403,46-55,56+,Telangana,PNB,HDFC,iOS,WiFi,14,1,SUCCESS,0,0.51528510818527,High Anomaly
TXN0000082214,2024-10-19 16:13:11,P2P,Transport,89,18-25,56+,Telangana,ICICI,PNB,Web,5G,16,1,SUCCESS,0,0.5152828577482612,High Anomaly
TXN0000027930,2024-03-22 20:07:55,Bill Payment,Fuel,3226,36-45,56+,Uttar Pradesh,ICICI,PNB,iOS,4G,20,0,SUCCESS,0,0.515268746437245,High Anomaly
TXN0000230386,2024-01-03 17:55:51,Bill Payment,Transport,31,36-45,46-55,Uttar Pradesh,Kotak,PNB,iOS,5G,17,0,SUCCESS,0,0.5152665424774787,High Anomaly
TXN0000242707,2024-05-12 20:06:37,Recharge,Grocery,3500,18-25,36-45,Delhi,Axis,PNB,iOS,WiFi,20,1,SUCCESS,0,0.5152489321332155,High Anomaly
TXN0000241530,2024-03-09 08:19:04,Recharge,Transport,50,36-45,46-55,Uttar Pradesh,IndusInd,Axis,iOS,4G,8,1,SUCCESS,0,0.5152321988680238,High Anomaly
TXN0000051981,2024-08-21 13:42:05,Bill Payment,Food,199,36-45,56+,Rajasthan,Kotak,Kotak,iOS,5G,13,0,SUCCESS,0,0.5152281506577806,High Anomaly
TXN0000152279,2024-06-27 15:37:01,P2P,Utilities,5036,56+,36-45,Karnataka,Kotak,Yes Bank,iOS,WiFi,15,0,SUCCESS,0,0.5152267802226193,High Anomaly
TXN0000110067,2024-01-04 21:46:41,Recharge,Grocery,394,18-25,46-55,West Bengal,Yes Bank,ICICI,iOS,WiFi,21,0,SUCCESS,0,0.5152194940991637,High Anomaly
TXN0000163992,2024-05-25 08:05:48,Bill Payment,Other,33,18-25,56+,Tamil Nadu,Axis,Kotak,Android,WiFi,8,1,SUCCESS,0,0.5152172079848365,High Anomaly
TXN0000163749,2024-08-15 12:22:00,P2P,Utilities,3018,18-25,46-55,Karnataka,ICICI,IndusInd,Web,WiFi,12,0,SUCCESS,0,0.5152086988968819,High Anomaly
TXN0000167076,2024-04-04 08:11:18,P2P,Shopping,3486,36-45,26-35,Tamil Nadu,IndusInd,IndusInd,Web,WiFi,8,0,FAILED,0,0.515206323138133,High Anomaly
TXN0000013547,2024-04-28 15:35:34,Bill Payment,Utilities,311,46-55,46-55,West Bengal,SBI,PNB,Web,4G,15,1,SUCCESS,0,0.5152028170823069,High Anomaly
TXN0000006768,2024-07-27 19:42:53,P2M,Fuel,4196,46-55,18-25,Maharashtra,SBI,PNB,Web,WiFi,19,1,SUCCESS,0,0.5151980420931073,High Anomaly
TXN0000210807,2024-08-17 16:02:43,Recharge,Transport,45,18-25,36-45,Karnataka,SBI,Kotak,iOS,3G,16,1,SUCCESS,0,0.515187912823709,High Anomaly
TXN0000059932,2024-02-05 17:13:36,P2M,Entertainment,349,18-25,36-45,Rajasthan,IndusInd,Axis,Web,3G,17,0,SUCCESS,0,0.5151874239648992,High Anomaly
TXN0000201374,2024-07-27 13:11:14,P2M,Education,2629,18-25,56+,Gujarat,PNB,PNB,Android,WiFi,13,1,SUCCESS,0,0.5151810311000982,High Anomaly
TXN0000167734,2024-06-11 23:33:40,Bill Payment,Healthcare,400,56+,46-55,Delhi,Axis,Kotak,Android,3G,23,0,SUCCESS,0,0.5151675353147572,High Anomaly
TXN0000232993,2024-12-11 13:01:29,Bill Payment,Other,301,18-25,26-35,Tamil Nadu,Axis,PNB,Web,WiFi,13,0,SUCCESS,0,0.5151671900569871,High Anomaly
TXN0000222393,2024-08-27 16:20:18,Bill Payment,Fuel,530,18-25,36-45,Karnataka,Kotak,IndusInd,iOS,WiFi,16,0,SUCCESS,0,0.515165029235727,High Anomaly
TXN0000162088,2024-01-08 10:09:49,Bill Payment,Fuel,422,36-45,18-25,Rajasthan,ICICI,IndusInd,iOS,3G,10,0,SUCCESS,0,0.5151638938867119,High Anomaly
TXN0000025332,2024-02-04 08:07:16,P2M,Fuel,2801,36-45,46-55,Maharashtra,Yes Bank,HDFC,iOS,WiFi,8,1,SUCCESS,0,0.515161425802344,High Anomaly
TXN0000121290,2024-05-10 00:37:13,P2P,Other,4716,18-25,46-55,Andhra Pradesh,SBI,PNB,Web,WiFi,0,0,SUCCESS,0,0.5151589475324525,High Anomaly
TXN0000050534,2024-05-16 05:48:16,P2M,Grocery,3012,46-55,56+,Uttar Pradesh,Axis,Yes Bank,Web,5G,5,0,SUCCESS,0,0.5151580289913286,High Anomaly
TXN0000105219,2024-01-08 09:55:57,P2M,Fuel,430,56+,36-45,Andhra Pradesh,ICICI,Kotak,iOS,WiFi,9,0,SUCCESS,0,0.5151566083998652,High Anomaly
TXN0000037097,2024-11-20 19:39:18,Bill Payment,Fuel,227,18-25,36-45,Maharashtra,Axis,IndusInd,Web,3G,19,0,SUCCESS,0,0.5151551676350442,High Anomaly
TXN0000176291,2024-06-05 03:41:29,Bill Payment,Transport,350,46-55,36-45,Andhra Pradesh,Yes Bank,HDFC,iOS,3G,3,0,SUCCESS,0,0.5151294259815532,High Anomaly
TXN0000045482,2024-10-29 21:40:09,P2P,Utilities,409,46-55,56+,West Bengal,SBI,Kotak,iOS,3G,21,0,SUCCESS,0,0.5151129445281998,High Anomaly
TXN0000232222,2024-05-28 20:48:19,P2P,Education,12410,56+,46-55,Tamil Nadu,Kotak,Yes Bank,Android,WiFi,20,0,SUCCESS,0,0.515099173947226,High Anomaly
TXN0000016736,2024-04-15 12:56:36,Bill Payment,Shopping,656,36-45,46-55,Rajasthan,Axis,IndusInd,iOS,WiFi,12,0,SUCCESS,0,0.5150907041691596,High Anomaly
TXN0000026602,2024-08-25 08:11:28,Bill Payment,Utilities,281,36-45,46-55,Karnataka,Axis,HDFC,iOS,5G,8,1,SUCCESS,0,0.5150878420863411,High Anomaly
TXN0000013956,2024-10-26 18:34:49,P2P,Entertainment,281,18-25,36-45,West Bengal,Kotak,ICICI,Web,WiFi,18,1,SUCCESS,0,0.5150853547684151,High Anomaly
TXN0000133295,2024-09-28 23:45:29,P2M,Transport,513,26-35,46-55,West Bengal,HDFC,Yes Bank,iOS,WiFi,23,1,SUCCESS,0,0.5150815657940254,High Anomaly
TXN0000052435,2024-02-01 10:39:48,P2M,Transport,26,56+,56+,Rajasthan,SBI,PNB,Android,3G,10,0,SUCCESS,0,0.5150689970488376,High Anomaly
TXN0000092253,2024-07-23 12:18:25,P2M,Utilities,3107,36-45,46-55,Gujarat,PNB,ICICI,iOS,WiFi,12,0,SUCCESS,0,0.5150662903814809,High Anomaly
TXN0000010185,2024-01-07 08:35:42,P2M,Entertainment,171,46-55,56+,Gujarat,PNB,IndusInd,Android,3G,8,1,SUCCESS,0,0.5150471249952061,High Anomaly
TXN0000066578,2024-08-31 05:19:52,Recharge,Shopping,2705,46-55,36-45,Maharashtra,Yes Bank,Yes Bank,iOS,4G,5,1,SUCCESS,0,0.515043387092168,High Anomaly
TXN0000124176,2024-04-03 20:27:46,P2M,Transport,28,36-45,56+,Andhra Pradesh,HDFC,IndusInd,iOS,5G,20,0,SUCCESS,0,0.5150428250850903,High Anomaly
TXN0000047271,2024-10-12 14:06:53,P2M,Other,387,18-25,26-35,Tamil Nadu,Kotak,Kotak,Web,WiFi,14,1,SUCCESS,0,0.5150290250626176,High Anomaly
TXN0000223726,2024-11-02 23:16:08,Bill Payment,Shopping,1632,46-55,18-25,Tamil Nadu,Yes Bank,Kotak,Web,4G,23,1,SUCCESS,0,0.5150277020911235,High Anomaly
TXN0000204796,2024-12-22 11:22:00,Recharge,Utilities,385,18-25,18-25,Maharashtra,HDFC,PNB,iOS,3G,11,1,SUCCESS,0,0.5150178236448981,High Anomaly
TXN0000108954,2024-05-31 12:55:24,P2M,Utilities,2006,56+,26-35,Maharashtra,Yes Bank,Axis,Web,5G,12,0,SUCCESS,0,0.5150174829851799,High Anomaly
TXN0000129210,2024-05-28 10:46:30,Bill Payment,Shopping,13150,36-45,36-45,Rajasthan,IndusInd,HDFC,iOS,3G,10,0,SUCCESS,0,0.5150124564552123,High Anomaly
TXN0000011159,2024-07-28 12:19:29,P2M,Education,3374,46-55,26-35,Telangana,IndusInd,Kotak,iOS,WiFi,12,1,SUCCESS,0,0.5150083308627192,High Anomaly
TXN0000019202,2024-07-14 20:20:54,P2P,Transport,84,26-35,46-55,Telangana,HDFC,HDFC,Web,3G,20,1,SUCCESS,0,0.5149974595662815,High Anomaly
TXN0000079023,2024-08-26 10:26:53,Recharge,Utilities,2883,18-25,26-35,Telangana,Axis,Yes Bank,iOS,WiFi,10,0,FAILED,0,0.514989562661903,High Anomaly
TXN0000138044,2024-12-18 19:10:38,Bill Payment,Grocery,1477,56+,26-35,Telangana,IndusInd,ICICI,Web,5G,19,0,SUCCESS,0,0.5149852156003842,High Anomaly
TXN0000220276,2024-06-07 18:23:33,Bill Payment,Fuel,1516,56+,26-35,Maharashtra,HDFC,SBI,Web,WiFi,18,0,SUCCESS,0,0.514973175609773,High Anomaly
TXN0000106239,2024-06-24 13:06:03,P2P,Healthcare,1519,36-45,46-55,Gujarat,IndusInd,PNB,iOS,WiFi,13,0,SUCCESS,0,0.5149653333050429,High Anomaly
TXN0000030375,2024-05-05 18:23:02,P2P,Fuel,624,56+,18-25,Maharashtra,ICICI,HDFC,Web,WiFi,18,1,SUCCESS,0,0.5149535088462888,High Anomaly
TXN0000112178,2024-01-07 11:14:31,Bill Payment,Grocery,227,36-45,56+,Rajasthan,Kotak,HDFC,Web,4G,11,1,SUCCESS,0,0.5149490738887122,High Anomaly
TXN0000060036,2024-12-21 20:37:36,Bill Payment,Other,1154,36-45,46-55,Karnataka,PNB,Yes Bank,iOS,3G,20,1,SUCCESS,0,0.514942320956152,High Anomaly
TXN0000089090,2024-06-17 21:52:13,P2M,Fuel,613,56+,46-55,Andhra Pradesh,ICICI,ICICI,iOS,3G,21,0,SUCCESS,0,0.5149400096212674,High Anomaly
TXN0000120730,2024-09-26 11:18:05,Bill Payment,Shopping,1689,56+,36-45,Telangana,ICICI,Kotak,iOS,WiFi,11,0,SUCCESS,0,0.5149277378588879,High Anomaly
TXN0000168240,2024-02-21 12:42:26,P2M,Utilities,259,18-25,36-45,Gujarat,HDFC,Kotak,Web,3G,12,0,SUCCESS,0,0.514920201964499,High Anomaly
TXN0000068734,2024-01-01 11:49:32,P2M,Other,108,26-35,56+,Maharashtra,HDFC,ICICI,Web,WiFi,11,0,SUCCESS,0,0.5149072287090987,High Anomaly
TXN0000165835,2024-12-10 08:38:59,Recharge,Utilities,4366,36-45,18-25,Tamil Nadu,PNB,Yes Bank,iOS,3G,8,0,SUCCESS,0,0.5149043958654741,High Anomaly
TXN0000078136,2024-12-21 09:54:40,Recharge,Grocery,416,46-55,36-45,Karnataka,Axis,IndusInd,iOS,5G,9,1,SUCCESS,0,0.5149011835922712,High Anomaly
TXN0000115361,2024-09-27 15:08:12,Bill Payment,Food,232,46-55,18-25,Telangana,Kotak,PNB,iOS,WiFi,15,0,FAILED,0,0.5148849461455834,High Anomaly
TXN0000169805,2024-03-31 15:52:05,P2P,Transport,60,36-45,46-55,Karnataka,PNB,ICICI,Web,5G,15,1,SUCCESS,0,0.5148836073674079,High Anomaly
TXN0000211546,2024-08-24 18:58:54,P2M,Entertainment,801,18-25,46-55,West Bengal,Yes Bank,IndusInd,iOS,WiFi,18,1,SUCCESS,0,0.5148826897101039,High Anomaly
TXN0000095893,2024-12-18 13:59:26,Recharge,Shopping,605,46-55,26-35,Gujarat,Yes Bank,SBI,Web,4G,13,0,SUCCESS,0,0.5148792157620609,High Anomaly
TXN0000140976,2024-08-29 21:13:08,P2M,Other,243,56+,46-55,Maharashtra,Axis,Yes Bank,iOS,WiFi,21,0,SUCCESS,0,0.5148722436081592,High Anomaly
TXN0000017558,2024-09-19 17:27:30,P2M,Transport,26,56+,26-35,Maharashtra,Kotak,HDFC,iOS,3G,17,0,FAILED,0,0.5148614001917718,High Anomaly
TXN0000053426,2024-08-26 03:41:16,Bill Payment,Fuel,550,26-35,18-25,Delhi,SBI,HDFC,Web,WiFi,3,0,FAILED,0,0.5148607096167562,High Anomaly
TXN0000084082,2024-07-04 13:21:11,P2M,Utilities,6673,56+,36-45,Rajasthan,HDFC,IndusInd,Web,4G,13,0,SUCCESS,1,0.5148544893613538,High Anomaly
TXN0000042885,2024-05-23 12:12:08,P2M,Fuel,2378,18-25,46-55,Tamil Nadu,ICICI,SBI,Web,WiFi,12,0,SUCCESS,0,0.5148424236886002,High Anomaly
TXN0000153766,2024-01-02 11:07:19,P2P,Healthcare,163,18-25,56+,Rajasthan,Kotak,IndusInd,iOS,WiFi,11,0,SUCCESS,0,0.5148418995566407,High Anomaly
TXN0000249916,2024-04-29 20:59:41,Recharge,Fuel,2178,26-35,46-55,Telangana,Kotak,ICICI,iOS,5G,20,0,FAILED,0,0.5148120964536381,High Anomaly
TXN0000247092,2024-08-31 23:03:37,Recharge,Food,42,56+,18-25,Delhi,Kotak,HDFC,Android,5G,23,1,SUCCESS,0,0.5148095563178804,High Anomaly
TXN0000204352,2024-10-02 08:19:14,Bill Payment,Shopping,2318,56+,36-45,Telangana,SBI,Axis,iOS,WiFi,8,0,SUCCESS,0,0.5147963362280173,High Anomaly
TXN0000098802,2024-04-28 18:47:28,P2M,Shopping,377,18-25,46-55,Rajasthan,Yes Bank,HDFC,Web,5G,18,1,SUCCESS,0,0.5147761375249966,High Anomaly
TXN0000246813,2024-12-01 14:15:52,P2P,Shopping,2989,26-35,26-35,Karnataka,IndusInd,Axis,Web,3G,14,1,SUCCESS,0,0.5147713226523458,High Anomaly
TXN0000246112,2024-09-16 14:54:05,Bill Payment,Shopping,615,56+,18-25,Andhra Pradesh,SBI,PNB,iOS,WiFi,14,0,SUCCESS,0,0.5147663770733746,High Anomaly
TXN0000056836,2024-02-24 20:33:50,Recharge,Entertainment,313,56+,56+,Uttar Pradesh,ICICI,IndusInd,Android,4G,20,1,SUCCESS,0,0.5147616828300144,High Anomaly
TXN0000110357,2024-06-28 15:32:44,Recharge,Grocery,121,18-25,18-25,Karnataka,Yes Bank,Axis,Web,WiFi,15,0,FAILED,0,0.5147613227216195,High Anomaly
